timestamp,open,high,low,close,volume,trade_count,vwap
2022-12-19 05:00:00+00:00,0.29,0.297,0.29,0.297,4015.0,9.0,0.29245
2022-12-20 05:00:00+00:00,0.2654,0.2654,0.241,0.241,500.0,4.0,0.25376
2022-12-21 05:00:00+00:00,0.5095,0.5174,0.305,0.305,134021.0,315.0,0.410735
2022-12-22 05:00:00+00:00,0.2847,0.3128,0.2701,0.28,5720.0,46.0,0.299256
2022-12-23 05:00:00+00:00,0.2535,0.29,0.2516,0.29,9527.0,60.0,0.274918
2022-12-27 05:00:00+00:00,0.278,0.2868,0.2721,0.285,3667.0,41.0,0.283466
2022-12-28 05:00:00+00:00,0.282,0.3286,0.2736,0.3189,9644.0,88.0,0.300166
2022-12-29 05:00:00+00:00,0.3141,0.3156,0.2987,0.3111,3100.0,28.0,0.307539
2022-12-30 05:00:00+00:00,0.3029,0.32,0.3029,0.32,1300.0,14.0,0.3114
2023-01-03 05:00:00+00:00,0.3106,0.318,0.3002,0.3012,4800.0,42.0,0.305888
2023-01-04 05:00:00+00:00,0.306,0.3076,0.2938,0.3067,1550.0,20.0,0.303018
2023-01-05 05:00:00+00:00,0.3079,0.3079,0.3021,0.3021,500.0,5.0,0.3052
2023-01-06 05:00:00+00:00,0.316,0.316,0.3101,0.3112,600.0,6.0,0.311867
2023-01-09 05:00:00+00:00,0.2952,0.315,0.2952,0.308,1765.0,10.0,0.305414
2023-01-10 05:00:00+00:00,0.3054,0.3127,0.3054,0.3127,400.0,4.0,0.307525
2023-01-11 05:00:00+00:00,0.3231,0.3231,0.311,0.311,1038.0,5.0,0.314015
2023-01-12 05:00:00+00:00,0.3108,0.3108,0.3108,0.3108,215.0,2.0,0.3108
2023-01-13 05:00:00+00:00,0.3199,0.3199,0.3136,0.3136,308.0,3.0,0.3178
2023-01-17 05:00:00+00:00,0.3162,0.3192,0.313,0.313,400.0,3.0,0.31535
2023-01-18 05:00:00+00:00,0.32,0.32,0.32,0.32,1090.0,21.0,0.32
2023-01-19 05:00:00+00:00,0.3195,0.3195,0.3105,0.3105,1319.0,9.0,0.311844
2023-01-20 05:00:00+00:00,0.3257,0.3257,0.3257,0.3257,100.0,1.0,0.3257
2023-01-23 05:00:00+00:00,0.324,0.3363,0.324,0.3349,721.0,9.0,0.333551
2023-01-24 05:00:00+00:00,0.3348,0.3348,0.3348,0.3348,100.0,1.0,0.3348
2023-01-25 05:00:00+00:00,0.32,0.32,0.32,0.32,0.0,0.0,0.0
2023-01-26 05:00:00+00:00,0.32,0.32,0.32,0.32,0.0,0.0,0.0
2023-01-27 05:00:00+00:00,0.32,0.32,0.32,0.32,0.0,0.0,0.0
2023-01-30 05:00:00+00:00,0.36,0.36,0.36,0.36,200.0,1.0,0.36
2023-01-31 05:00:00+00:00,0.3598,0.3598,0.3589,0.3589,200.0,2.0,0.35935
2023-02-01 05:00:00+00:00,0.3649,0.3649,0.3649,0.3649,107.0,3.0,0.3649
2023-02-02 05:00:00+00:00,0.365,0.3744,0.365,0.3744,1357.0,5.0,0.366567
2023-02-03 05:00:00+00:00,0.3663,0.3663,0.3663,0.3663,513.0,15.0,0.3663
2023-02-06 05:00:00+00:00,0.3848,0.3848,0.3848,0.3848,112.0,4.0,0.3848
2023-02-07 05:00:00+00:00,0.33,0.33,0.31,0.32,1300.0,5.0,0.320308
2023-02-08 05:00:00+00:00,0.32,0.32,0.32,0.32,0.0,0.0,0.0
2023-02-09 05:00:00+00:00,0.2701,0.2701,0.2701,0.2701,100.0,1.0,0.2701
2023-02-10 05:00:00+00:00,0.2601,0.2601,0.2403,0.241,1874.0,13.0,0.252787
2023-02-13 05:00:00+00:00,0.2945,0.306,0.2847,0.2847,3217.0,10.0,0.2964
2023-02-14 05:00:00+00:00,0.32,0.32,0.32,0.32,0.0,0.0,0.0
2023-02-15 05:00:00+00:00,0.2806,0.2806,0.2806,0.2806,1200.0,6.0,0.2806
2023-02-16 05:00:00+00:00,0.2703,0.2703,0.2501,0.253,448.0,5.0,0.260925
2023-02-17 05:00:00+00:00,0.2587,0.2587,0.2524,0.2577,2100.0,5.0,0.255652
2023-02-21 05:00:00+00:00,0.2627,0.2627,0.2411,0.2411,934.0,7.0,0.26
2023-02-22 05:00:00+00:00,0.32,0.32,0.32,0.32,0.0,0.0,0.0
2023-02-23 05:00:00+00:00,0.2307,0.2307,0.2221,0.2221,300.0,3.0,0.224967
2023-02-24 05:00:00+00:00,0.2211,0.2211,0.2211,0.2211,465.0,19.0,0.2211
2023-02-27 05:00:00+00:00,0.2303,0.2303,0.2199,0.2199,500.0,5.0,0.22414
2023-02-28 05:00:00+00:00,0.213,0.2171,0.213,0.2171,1200.0,3.0,0.213667
2023-03-01 05:00:00+00:00,0.32,0.32,0.32,0.32,0.0,0.0,0.0
2023-03-02 05:00:00+00:00,0.24,0.24,0.2333,0.2333,200.0,2.0,0.23665
2023-03-03 05:00:00+00:00,0.32,0.32,0.32,0.32,0.0,0.0,0.0
2023-03-06 05:00:00+00:00,0.2301,0.2301,0.2301,0.2301,100.0,1.0,0.2301
2023-03-07 05:00:00+00:00,0.32,0.32,0.32,0.32,0.0,0.0,0.0
2023-03-08 05:00:00+00:00,0.2101,0.2101,0.2101,0.2101,167.0,7.0,0.2101
2023-03-09 05:00:00+00:00,0.2112,0.2112,0.2112,0.2112,120.0,2.0,0.2112
2023-03-10 05:00:00+00:00,0.2,0.2,0.2,0.2,239.0,2.0,0.2
2023-03-13 04:00:00+00:00,0.217,0.217,0.217,0.217,190.0,3.0,0.217
2023-03-14 04:00:00+00:00,0.2131,0.2131,0.2131,0.2131,139.0,4.0,0.2131
2023-03-15 04:00:00+00:00,0.1903,0.193,0.1834,0.1874,693.0,17.0,0.188167
2023-03-16 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-03-17 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-03-20 04:00:00+00:00,0.2038,0.2098,0.1931,0.2,2036.0,46.0,0.203527
2023-03-21 04:00:00+00:00,0.1973,0.1973,0.1971,0.1971,955.0,20.0,0.197157
2023-03-22 04:00:00+00:00,0.2089,0.2089,0.2089,0.2089,111.0,2.0,0.2089
2023-03-23 04:00:00+00:00,0.1958,0.1961,0.1957,0.1957,700.0,3.0,0.195857
2023-03-24 04:00:00+00:00,0.1871,0.1915,0.1809,0.1845,1900.0,14.0,0.186147
2023-03-27 04:00:00+00:00,0.1702,0.1702,0.1701,0.1701,232.0,3.0,0.17015
2023-03-28 04:00:00+00:00,0.2,0.2094,0.1801,0.2094,5943.0,34.0,0.195178
2023-03-29 04:00:00+00:00,0.2277,0.2297,0.2277,0.2297,690.0,2.0,0.228251
2023-03-30 04:00:00+00:00,0.2021,0.2021,0.2017,0.2017,1018.0,9.0,0.20194
2023-03-31 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-04-03 04:00:00+00:00,0.22,0.22,0.212,0.2168,301.0,3.0,0.216268
2023-04-04 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-04-05 04:00:00+00:00,0.1874,0.1875,0.185,0.1851,869.0,7.0,0.186663
2023-04-06 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-04-10 04:00:00+00:00,0.1951,0.1951,0.1857,0.1923,700.0,6.0,0.188929
2023-04-11 04:00:00+00:00,0.1829,0.1868,0.1829,0.1868,1211.0,15.0,0.184118
2023-04-12 04:00:00+00:00,0.184,0.184,0.1807,0.1807,200.0,2.0,0.18235
2023-04-13 04:00:00+00:00,0.19,0.19,0.18,0.18,1400.0,12.0,0.187857
2023-04-14 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-04-17 04:00:00+00:00,0.1817,0.1817,0.1817,0.1817,100.0,1.0,0.1817
2023-04-18 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-04-19 04:00:00+00:00,0.193,0.2026,0.1883,0.2026,1499.0,11.0,0.195824
2023-04-20 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-04-21 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-04-24 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-04-25 04:00:00+00:00,0.21,0.21,0.2062,0.2062,300.0,2.0,0.208721
2023-04-26 04:00:00+00:00,0.1868,0.1923,0.1868,0.1923,200.0,2.0,0.18955
2023-04-27 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-04-28 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-05-01 04:00:00+00:00,0.1876,0.1898,0.1785,0.1785,600.0,4.0,0.1819
2023-05-02 04:00:00+00:00,0.187,0.187,0.1801,0.1822,338.0,3.0,0.182763
2023-05-03 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-05-04 04:00:00+00:00,0.1819,0.1819,0.1819,0.1819,100.0,1.0,0.1819
2023-05-05 04:00:00+00:00,0.1942,0.1942,0.1942,0.1942,100.0,1.0,0.1942
2023-05-08 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-05-09 04:00:00+00:00,0.27,0.27,0.2338,0.2494,1600.0,7.0,0.24484
2023-05-10 04:00:00+00:00,0.25,0.25,0.2493,0.2493,207.0,3.0,0.24965
2023-05-11 04:00:00+00:00,0.196,0.2095,0.196,0.2095,4566.0,75.0,0.201047
2023-05-12 04:00:00+00:00,3.3,4.51,3.3,4.45,1670.0,98.0,4.175556
2023-05-15 04:00:00+00:00,3.875,3.875,3.235,3.235,1373.0,25.0,3.499091
2023-05-16 04:00:00+00:00,3.09,3.09,2.79,2.89,1323.0,13.0,2.899565
2023-05-17 04:00:00+00:00,2.81,2.81,2.6,2.61,1056.0,9.0,2.707
2023-05-18 04:00:00+00:00,2.69,2.7,2.335,2.335,400.0,10.0,2.575
2023-05-19 04:00:00+00:00,2.47,2.57,2.38,2.38,1738.0,21.0,2.484074
2023-05-22 04:00:00+00:00,2.52,2.61,2.52,2.61,464.0,23.0,2.565
2023-05-23 04:00:00+00:00,2.62,2.64,2.55,2.59,846.0,9.0,2.60125
2023-05-24 04:00:00+00:00,2.5,2.5,2.5,2.5,242.0,4.0,2.5
2023-05-25 04:00:00+00:00,2.25,2.25,2.25,2.25,100.0,1.0,2.25
2023-05-26 04:00:00+00:00,2.27,2.27,2.2,2.2,313.0,6.0,2.235
2023-05-30 04:00:00+00:00,2.18,2.19,2.18,2.19,327.0,5.0,2.185
2023-05-31 04:00:00+00:00,2.1,2.17,2.1,2.17,315.0,4.0,2.14
2023-06-01 04:00:00+00:00,2.12,2.12,2.12,2.12,218.0,5.0,2.12
2023-06-02 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-06-05 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-06-06 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-06-07 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-06-08 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-06-09 04:00:00+00:00,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-06-12 04:00:00+00:00,2.39,2.41,2.39,2.41,264.0,6.0,2.4
2023-06-13 04:00:00+00:00,2.45,2.45,2.45,2.45,100.0,1.0,2.45
2023-06-14 04:00:00+00:00,2.41,2.41,2.41,2.41,103.0,2.0,2.41
2023-06-15 04:00:00+00:00,2.41,2.41,2.41,2.41,0.0,0.0,0.0
2023-06-16 04:00:00+00:00,2.44,2.44,2.44,2.44,190.0,2.0,2.44
2023-06-20 04:00:00+00:00,2.44,2.44,2.44,2.44,0.0,0.0,0.0
2023-06-21 04:00:00+00:00,2.44,2.44,2.44,2.44,0.0,0.0,0.0
2023-06-22 04:00:00+00:00,2.44,2.44,2.44,2.44,0.0,0.0,0.0
2023-06-23 04:00:00+00:00,2.44,2.44,2.44,2.44,0.0,0.0,0.0
2023-06-26 04:00:00+00:00,2.0,2.0,2.0,2.0,484.0,7.0,2.0
2023-06-27 04:00:00+00:00,2.0,2.0,2.0,2.0,0.0,0.0,0.0
2023-06-28 04:00:00+00:00,2.0,2.0,2.0,2.0,151.0,3.0,2.0
2023-06-29 04:00:00+00:00,2.0,2.0,2.0,2.0,0.0,0.0,0.0
2023-06-30 04:00:00+00:00,2.13,2.14,2.13,2.14,200.0,2.0,2.135
2023-07-03 04:00:00+00:00,2.1,2.1,1.96,1.96,266.0,3.0,2.03
2023-07-05 04:00:00+00:00,1.96,1.96,1.96,1.96,0.0,0.0,0.0
2023-07-06 04:00:00+00:00,1.96,1.96,1.96,1.96,0.0,0.0,0.0
2023-07-07 04:00:00+00:00,2.05,2.07,2.05,2.07,321.0,4.0,2.06
2023-07-10 04:00:00+00:00,2.07,2.07,2.07,2.07,0.0,0.0,0.0
2023-07-11 04:00:00+00:00,1.96,2.04,1.96,2.04,400.0,3.0,2.0
2023-07-12 04:00:00+00:00,2.04,2.04,2.04,2.04,0.0,0.0,0.0
2023-07-13 04:00:00+00:00,2.12,2.12,2.12,2.12,133.0,2.0,2.12
2023-07-14 04:00:00+00:00,2.19,2.19,2.19,2.19,100.0,1.0,2.19
2023-07-17 04:00:00+00:00,2.11,2.11,2.11,2.11,115.0,2.0,2.11
2023-07-18 04:00:00+00:00,2.11,2.11,2.11,2.11,0.0,0.0,0.0
2023-07-19 04:00:00+00:00,2.11,2.11,2.11,2.11,0.0,0.0,0.0
2023-07-20 04:00:00+00:00,2.11,2.11,2.11,2.11,0.0,0.0,0.0
2023-07-21 04:00:00+00:00,2.11,2.11,2.11,2.11,0.0,0.0,0.0
2023-07-24 04:00:00+00:00,2.11,2.11,2.11,2.11,0.0,0.0,0.0
2023-07-25 04:00:00+00:00,2.11,2.11,2.11,2.11,0.0,0.0,0.0
2023-07-26 04:00:00+00:00,2.11,2.11,2.11,2.11,0.0,0.0,0.0
2023-07-27 04:00:00+00:00,1.96,1.96,1.96,1.96,103.0,2.0,1.96
2023-07-28 04:00:00+00:00,1.94,1.94,1.94,1.94,103.0,2.0,1.94
2023-07-31 04:00:00+00:00,1.89,1.89,1.89,1.89,163.0,6.0,1.89
2023-08-01 04:00:00+00:00,1.89,1.89,1.89,1.89,0.0,0.0,0.0
2023-08-02 04:00:00+00:00,1.98,1.98,1.98,1.98,100.0,1.0,1.98
2023-08-03 04:00:00+00:00,1.98,1.98,1.98,1.98,0.0,0.0,0.0
2023-08-04 04:00:00+00:00,1.89,1.89,1.89,1.89,142.0,2.0,1.89
2023-08-07 04:00:00+00:00,1.89,1.89,1.89,1.89,0.0,0.0,0.0
2023-08-08 04:00:00+00:00,1.89,1.89,1.89,1.89,0.0,0.0,0.0
2023-08-09 04:00:00+00:00,1.89,1.89,1.89,1.89,0.0,0.0,0.0
2023-08-10 04:00:00+00:00,1.89,1.89,1.89,1.89,0.0,0.0,0.0
