symbol,entry_date,exit_date,entry_price,exit_price,quantity,pnl_dollars,pnl_percent,holding_days
CETX,2023-01-26 05:00:00+00:00,2023-01-26 05:00:00+00:00,5.71,6.578728571428571,175.0,152.02749999999995,15.214160620465341,0
CETX,2023-02-01 05:00:00+00:00,2023-02-01 05:00:00+00:00,7.15,8.504914285714285,139.0,188.33308571428563,18.94985014985014,0
CETX,2023-02-13 05:00:00+00:00,2023-02-15 05:00:00+00:00,13.14,9.437071428571429,76.0,-281.4225714285715,-28.180582735377257,2
CETX,2023-03-07 05:00:00+00:00,2023-04-10 04:00:00+00:00,8.7,8.55,114.0,-17.099999999999838,-1.7241379310344664,33
CETX,2023-04-12 04:00:00+00:00,2023-04-17 04:00:00+00:00,9.98,9.076428571428572,100.0,-90.35714285714285,-9.05382192957343,5
CETX,2023-05-04 04:00:00+00:00,2023-05-05 04:00:00+00:00,11.44,9.77142857142857,87.0,-145.16571428571433,-14.585414585414592,1
CETX,2023-05-30 04:00:00+00:00,2023-06-28 04:00:00+00:00,9.41,7.947857142857144,106.0,-154.98714285714277,-15.538181266130247,29
CETX,2023-08-24 04:00:00+00:00,2023-08-28 04:00:00+00:00,5.86,5.292857142857143,170.0,-96.4142857142858,-9.678205753291085,4
CETX,2023-09-20 04:00:00+00:00,2023-09-20 04:00:00+00:00,6.32,6.848571428571429,158.0,83.5142857142857,8.363471971066906,0
CETX,2023-11-06 05:00:00+00:00,2023-11-07 05:00:00+00:00,4.7,4.972857142857143,212.0,57.845714285714344,5.805471124620067,1
CETX,2023-11-09 05:00:00+00:00,2023-11-22 05:00:00+00:00,5.04,5.381428571428572,198.0,67.60285714285719,6.774376417233564,13
CETX,2023-11-27 05:00:00+00:00,2023-11-29 05:00:00+00:00,5.61,5.836428571428572,178.0,40.30428571428571,4.036159918512859,2
CETX,2023-12-01 05:00:00+00:00,2023-12-06 05:00:00+00:00,5.98,6.227857142857143,167.0,41.392142857142844,4.144768275203056,5
CETX,2023-12-08 05:00:00+00:00,2023-12-21 05:00:00+00:00,5.69,6.0042857142857144,175.0,54.99999999999996,5.5234747677629885,13
CETX,2023-12-26 05:00:00+00:00,2024-01-02 05:00:00+00:00,5.26,5.025714285714286,190.0,-44.514285714285656,-4.454101032047795,7
CETX,2024-02-29 05:00:00+00:00,2024-03-05 05:00:00+00:00,3.88,3.5385714285714287,257.0,-87.74714285714279,-8.799705449189979,5
CETX,2024-03-07 05:00:00+00:00,2024-03-11 04:00:00+00:00,4.3,3.73,232.0,-132.23999999999995,-13.255813953488369,3
CETX,2024-05-17 04:00:00+00:00,2024-06-17 04:00:00+00:00,0.365,0.245,2739.0,-328.68,-32.87671232876712,31
CETX,2024-07-15 04:00:00+00:00,2024-07-25 04:00:00+00:00,0.2297,0.20114285714285712,4353.0,-124.30924285714289,-12.432365196840603,10
CETX,2024-09-23 04:00:00+00:00,2024-09-24 04:00:00+00:00,0.156,0.14597142857142856,6410.0,-64.28314285714295,-6.428571428571438,1
CETX,2024-10-04 04:00:00+00:00,2024-10-07 04:00:00+00:00,1.82,1.3648428571428572,549.0,-249.8812714285714,-25.008634222919934,3
CETX,2024-11-21 05:00:00+00:00,2024-11-22 05:00:00+00:00,0.1976,0.15437142857142858,5060.0,-218.73657142857138,-21.876807403123188,1
CETX,2024-11-27 05:00:00+00:00,2024-12-09 05:00:00+00:00,3.2,3.7604428571428574,312.0,174.85817142857147,17.51383928571429,12
CETX,2025-03-18 04:00:00+00:00,2025-03-26 04:00:00+00:00,1.69,1.5057142857142858,591.0,-108.91285714285706,-10.904480135249358,8
CETX,2025-05-07 04:00:00+00:00,2025-05-13 04:00:00+00:00,1.63,1.7899999999999998,613.0,98.07999999999996,9.815950920245395,6
CETX,2025-05-19 04:00:00+00:00,2025-05-20 04:00:00+00:00,2.35,2.015714285714286,425.0,-142.07142857142847,-14.224924012158043,1
CETX,2025-09-30 04:00:00+00:00,2025-10-30 04:00:00+00:00,5.6,4.638771428571428,178.0,-171.0986857142857,-17.164795918367346,30
