timestamp,open,high,low,close,volume
2023-01-23 05:00:00+00:00,135.82,145.31,134.32,143.81,1618161.0
2023-01-24 05:00:00+00:00,143.04,146.4,141.13,143.97,961116.0
2023-01-25 05:00:00+00:00,141.825,146.41,138.08,144.51,1468126.0
2023-01-26 05:00:00+00:00,159.96,161.38,154.8,160.29,2575211.0
2023-01-27 05:00:00+00:00,162.48,180.67,161.21,177.85,2761180.0
2023-01-30 05:00:00+00:00,178.05,179.73,166.5,166.71,2345943.0
2023-01-31 05:00:00+00:00,164.54,174.26,162.82,173.2,1564171.0
2023-02-01 05:00:00+00:00,173.89,183.78,169.95,181.32,1374243.0
2023-02-02 05:00:00+00:00,187.33,196.72,182.63,188.41,2022179.0
2023-02-03 05:00:00+00:00,184.2,198.99,183.795,189.95,1818400.0
2023-02-06 05:00:00+00:00,193.08,197.44,190.01,194.81,1227236.0
2023-02-07 05:00:00+00:00,196.56,197.48,189.56,196.8,1124347.0
2023-02-08 05:00:00+00:00,196.1,202.87,194.42,201.31,1314985.0
2023-02-09 05:00:00+00:00,207.79,214.0,204.78,207.33,1899933.0
2023-02-10 05:00:00+00:00,202.2,206.2,192.92,196.82,1757983.0
2023-02-13 05:00:00+00:00,194.36,196.28,187.61,194.65,1375524.0
2023-02-14 05:00:00+00:00,191.8,209.725,189.48,209.27,1490581.0
2023-02-15 05:00:00+00:00,211.77,214.65,206.19,214.15,1526898.0
2023-02-16 05:00:00+00:00,210.755,217.585,201.845,202.0,1477993.0
2023-02-17 05:00:00+00:00,200.0,208.41,197.51,208.41,1276019.0
2023-02-21 05:00:00+00:00,204.7,209.67,197.28,197.35,1137346.0
2023-02-22 05:00:00+00:00,197.765,201.98,191.805,200.93,1173515.0
2023-02-23 05:00:00+00:00,204.055,205.03,196.41,202.07,1067971.0
2023-02-24 05:00:00+00:00,196.13,197.65,192.8,196.89,822429.0
2023-02-27 05:00:00+00:00,202.08,209.35,201.305,207.63,1069674.0
2023-02-28 05:00:00+00:00,210.66,211.22,203.75,205.815,1243930.0
2023-03-01 05:00:00+00:00,206.12,207.2,198.68,202.8,866777.0
2023-03-02 05:00:00+00:00,186.74,193.62,186.02,190.96,1721880.0
2023-03-03 05:00:00+00:00,194.94,200.48,192.89,197.76,1084469.0
2023-03-06 05:00:00+00:00,198.52,198.58,192.3,193.8,877196.0
2023-03-07 05:00:00+00:00,191.11,194.18,186.13,187.7,1090883.0
2023-03-08 05:00:00+00:00,184.54,186.45,180.0,182.01,1132342.0
2023-03-09 05:00:00+00:00,180.3,185.1,172.53,172.9,1158500.0
2023-03-10 05:00:00+00:00,175.055,178.25,168.44,173.44,1576775.0
2023-03-13 04:00:00+00:00,167.47,177.34,163.96,174.46,1328395.0
2023-03-14 04:00:00+00:00,177.44,183.73,177.175,183.27,1327855.0
2023-03-15 04:00:00+00:00,180.885,182.31,176.12,180.51,1128110.0
2023-03-16 04:00:00+00:00,180.41,185.77,178.91,184.07,1051489.0
2023-03-17 04:00:00+00:00,184.515,186.03,177.33,180.09,1020838.0
2023-03-20 04:00:00+00:00,178.07,186.41,176.415,183.23,785555.0
2023-03-21 04:00:00+00:00,188.45,197.98,188.08,197.53,1167756.0
2023-03-22 04:00:00+00:00,199.13,200.65,190.95,191.0,1313868.0
2023-03-23 04:00:00+00:00,195.265,199.31,188.685,192.27,990780.0
2023-03-24 04:00:00+00:00,191.72,192.28,187.195,190.4,1035260.0
2023-03-27 04:00:00+00:00,194.575,197.35,190.02,191.82,666148.0
2023-03-28 04:00:00+00:00,191.94,192.3,185.45,189.21,775825.0
2023-03-29 04:00:00+00:00,193.13,195.18,189.47,193.86,731284.0
2023-03-30 04:00:00+00:00,195.69,197.25,194.5,195.28,707946.0
2023-03-31 04:00:00+00:00,197.37,207.78,197.27,207.41,1290473.0
2023-04-03 04:00:00+00:00,199.79,202.655,192.21,194.75,1224166.0
2023-04-04 04:00:00+00:00,197.35,198.63,190.34,192.66,804973.0
2023-04-05 04:00:00+00:00,190.37,190.59,183.85,185.51,865253.0
2023-04-06 04:00:00+00:00,182.71,186.38,179.84,185.04,646333.0
2023-04-10 04:00:00+00:00,179.83,185.08,176.16,184.5,859990.0
2023-04-11 04:00:00+00:00,186.67,189.17,185.67,186.81,897539.0
2023-04-12 04:00:00+00:00,190.95,191.57,180.35,180.54,1226691.0
2023-04-13 04:00:00+00:00,182.95,186.44,181.06,185.87,953635.0
2023-04-14 04:00:00+00:00,183.88,186.23,182.035,185.01,839148.0
2023-04-17 04:00:00+00:00,186.43,189.68,182.74,187.0,742105.0
2023-04-18 04:00:00+00:00,187.15,187.675,183.615,184.31,642916.0
2023-04-19 04:00:00+00:00,179.13,183.49,177.75,180.48,1189465.0
2023-04-20 04:00:00+00:00,166.19,169.48,160.57,162.99,2374790.0
2023-04-21 04:00:00+00:00,164.805,165.995,161.34,165.035,1031254.0
2023-04-24 04:00:00+00:00,164.64,165.64,158.61,162.56,956833.0
2023-04-25 04:00:00+00:00,159.835,163.45,158.81,160.64,870153.0
2023-04-26 04:00:00+00:00,160.2,160.61,153.18,153.67,1428357.0
2023-04-27 04:00:00+00:00,152.59,160.45,152.42,160.15,1058849.0
2023-04-28 04:00:00+00:00,160.83,165.0,157.34,164.35,922081.0
2023-05-01 04:00:00+00:00,163.23,163.24,158.84,161.81,659808.0
2023-05-02 04:00:00+00:00,162.045,165.46,158.985,160.29,846606.0
2023-05-03 04:00:00+00:00,160.01,165.0,159.96,160.58,810824.0
2023-05-04 04:00:00+00:00,162.725,162.93,159.67,161.23,639012.0
2023-05-05 04:00:00+00:00,164.09,170.75,163.56,170.085,836533.0
2023-05-08 04:00:00+00:00,173.69,173.69,169.25,171.83,716698.0
2023-05-09 04:00:00+00:00,168.71,169.8,166.62,169.15,532224.0
2023-05-10 04:00:00+00:00,172.52,174.35,166.7,168.54,802607.0
2023-05-11 04:00:00+00:00,168.705,173.55,166.82,172.06,662151.0
2023-05-12 04:00:00+00:00,176.13,177.34,167.255,167.97,1187252.0
2023-05-15 04:00:00+00:00,167.6,169.66,164.56,166.4,467231.0
2023-05-16 04:00:00+00:00,165.69,169.46,164.48,166.52,548078.0
2023-05-17 04:00:00+00:00,168.345,174.47,167.26,173.79,735890.0
2023-05-18 04:00:00+00:00,174.22,177.06,172.52,176.95,625014.0
2023-05-19 04:00:00+00:00,177.07,181.94,176.35,180.14,908055.0
2023-05-22 04:00:00+00:00,180.885,189.31,180.16,188.95,848410.0
2023-05-23 04:00:00+00:00,186.49,192.95,185.27,185.79,958252.0
2023-05-24 04:00:00+00:00,182.23,184.17,178.235,182.9,792431.0
2023-05-25 04:00:00+00:00,186.54,186.78,180.65,184.43,671485.0
2023-05-26 04:00:00+00:00,184.62,198.59,184.57,193.2,1213724.0
2023-05-30 04:00:00+00:00,200.09,204.45,197.64,201.16,917562.0
2023-05-31 04:00:00+00:00,199.83,203.935,195.21,203.88,1018943.0
2023-06-01 04:00:00+00:00,202.55,209.79,199.38,207.49,1220618.0
2023-06-02 04:00:00+00:00,210.02,217.23,209.785,213.96,1031035.0
2023-06-05 04:00:00+00:00,217.84,221.23,214.76,217.62,859501.0
2023-06-06 04:00:00+00:00,216.05,221.9,212.56,221.42,794635.0
2023-06-07 04:00:00+00:00,228.09,230.81,223.24,224.59,1065013.0
2023-06-08 04:00:00+00:00,224.13,235.23,223.07,234.85,843667.0
2023-06-09 04:00:00+00:00,249.02,252.3,242.03,244.42,1371778.0
2023-06-12 04:00:00+00:00,247.96,250.895,244.71,249.88,796125.0
2023-06-13 04:00:00+00:00,253.5,259.63,251.35,258.69,781286.0
2023-06-14 04:00:00+00:00,260.21,261.55,250.55,256.78,958493.0
2023-06-15 04:00:00+00:00,248.36,258.88,247.3,256.02,677418.0
2023-06-16 04:00:00+00:00,259.02,263.58,257.27,260.41,919753.0
2023-06-20 04:00:00+00:00,261.57,274.745,261.13,274.43,808952.0
2023-06-21 04:00:00+00:00,274.98,276.94,257.79,259.44,1342959.0
2023-06-22 04:00:00+00:00,250.51,264.76,248.29,264.58,1450027.0
2023-06-23 04:00:00+00:00,259.13,262.42,252.85,256.5,1009011.0
2023-06-26 04:00:00+00:00,250.05,258.335,240.72,241.02,1084192.0
2023-06-27 04:00:00+00:00,243.08,250.38,240.92,250.14,817581.0
2023-06-28 04:00:00+00:00,249.73,259.83,248.94,256.35,782034.0
2023-06-29 04:00:00+00:00,257.99,260.61,253.695,257.53,512641.0
2023-06-30 04:00:00+00:00,260.65,264.4,260.03,261.73,540291.0
2023-07-03 04:00:00+00:00,276.53,284.24,275.28,279.9,707757.0
2023-07-05 04:00:00+00:00,279.0,283.84,277.62,282.465,668310.0
2023-07-06 04:00:00+00:00,278.09,279.7,272.89,276.61,557957.0
2023-07-07 04:00:00+00:00,278.41,280.65,273.82,274.44,552676.0
2023-07-10 04:00:00+00:00,276.51,277.39,265.1,269.49,676220.0
2023-07-11 04:00:00+00:00,268.63,270.89,266.5,269.84,584728.0
2023-07-12 04:00:00+00:00,276.31,276.4,271.5,271.99,663629.0
2023-07-13 04:00:00+00:00,274.61,279.4,270.64,277.9,497146.0
2023-07-14 04:00:00+00:00,277.01,285.3,276.45,281.39,620245.0
2023-07-17 04:00:00+00:00,286.73,292.15,283.63,290.33,584520.0
2023-07-18 04:00:00+00:00,290.24,295.21,286.08,293.26,570523.0
2023-07-19 04:00:00+00:00,296.05,299.25,289.57,291.2,838129.0
2023-07-20 04:00:00+00:00,279.48,280.93,261.2,263.02,1248437.0
2023-07-21 04:00:00+00:00,267.94,268.0,255.81,259.84,1016216.0
2023-07-24 04:00:00+00:00,255.77,269.74,254.17,269.12,680258.0
2023-07-25 04:00:00+00:00,272.51,272.82,265.0,265.235,537963.0
2023-07-26 04:00:00+00:00,263.155,268.0,261.81,264.3,389446.0
2023-07-27 04:00:00+00:00,268.39,269.07,255.305,255.73,588463.0
2023-07-28 04:00:00+00:00,259.89,267.23,258.26,266.54,628368.0
2023-07-31 04:00:00+00:00,267.45,269.01,263.88,267.53,339673.0
2023-08-01 04:00:00+00:00,266.25,266.415,260.29,261.1,345514.0
2023-08-02 04:00:00+00:00,255.53,259.405,250.545,254.325,517157.0
2023-08-03 04:00:00+00:00,252.05,260.475,252.05,259.31,405821.0
2023-08-04 04:00:00+00:00,261.05,264.67,253.13,253.76,645687.0
2023-08-07 04:00:00+00:00,251.62,253.545,242.88,251.44,515131.0
2023-08-08 04:00:00+00:00,247.605,250.88,245.08,249.72,391164.0
2023-08-09 04:00:00+00:00,250.97,250.99,241.91,242.08,395024.0
2023-08-10 04:00:00+00:00,245.5,251.74,243.055,245.38,537099.0
2023-08-11 04:00:00+00:00,241.77,243.74,238.2,242.58,534105.0
2023-08-14 04:00:00+00:00,235.55,240.65,233.79,239.8,479188.0
2023-08-15 04:00:00+00:00,238.76,240.44,232.615,232.88,416076.0
2023-08-16 04:00:00+00:00,228.01,233.7,225.445,225.59,577092.0
2023-08-17 04:00:00+00:00,226.11,226.63,218.84,219.22,501763.0
2023-08-18 04:00:00+00:00,214.07,217.53,212.46,215.485,782957.0
2023-08-21 04:00:00+00:00,221.55,232.08,220.62,231.24,792477.0
2023-08-22 04:00:00+00:00,240.27,240.65,229.63,233.26,620834.0
2023-08-23 04:00:00+00:00,229.35,238.93,229.325,236.805,584901.0
2023-08-24 04:00:00+00:00,238.7,238.855,228.335,230.04,471519.0
2023-08-25 04:00:00+00:00,231.35,238.92,230.44,238.56,508290.0
2023-08-28 04:00:00+00:00,242.71,244.37,235.35,238.76,503883.0
2023-08-29 04:00:00+00:00,238.55,257.41,237.835,257.2,834005.0
2023-08-30 04:00:00+00:00,254.27,260.5,250.65,257.05,613431.0
2023-08-31 04:00:00+00:00,256.215,261.1,255.05,258.06,485304.0
2023-09-01 04:00:00+00:00,257.37,258.99,242.525,244.965,733464.0
2023-09-05 04:00:00+00:00,245.01,257.985,244.88,256.49,607162.0
2023-09-06 04:00:00+00:00,255.0,255.17,245.11,251.99,584619.0
2023-09-07 04:00:00+00:00,244.95,252.77,243.355,251.48,600115.0
2023-09-08 04:00:00+00:00,251.415,256.49,246.85,248.42,643680.0
2023-09-11 04:00:00+00:00,264.21,274.825,260.67,273.63,1167982.0
2023-09-12 04:00:00+00:00,270.745,278.22,266.72,267.41,819739.0
2023-09-13 04:00:00+00:00,270.29,274.955,268.19,271.27,670825.0
2023-09-14 04:00:00+00:00,271.37,276.64,270.48,276.0,577269.0
2023-09-15 04:00:00+00:00,277.82,278.805,271.135,274.44,613861.0
2023-09-18 04:00:00+00:00,271.1,271.31,263.8,265.27,548522.0
2023-09-19 04:00:00+00:00,264.2,267.83,261.3,266.48,434034.0
2023-09-20 04:00:00+00:00,267.135,273.78,262.49,262.565,638231.0
2023-09-21 04:00:00+00:00,257.75,260.74,254.25,255.68,706019.0
2023-09-22 04:00:00+00:00,257.43,257.68,244.49,244.85,730784.0
2023-09-25 04:00:00+00:00,243.54,247.08,238.51,247.05,509466.0
2023-09-26 04:00:00+00:00,242.955,249.51,241.735,244.24,552394.0
2023-09-27 04:00:00+00:00,244.43,245.25,234.69,240.58,764488.0
2023-09-28 04:00:00+00:00,240.24,247.45,238.75,246.335,464359.0
2023-09-29 04:00:00+00:00,250.05,254.655,246.46,250.22,673690.0
2023-10-02 04:00:00+00:00,244.855,254.235,242.73,251.61,805529.0
2023-10-03 04:00:00+00:00,248.635,250.0,244.465,246.63,566789.0
2023-10-04 04:00:00+00:00,248.25,261.83,247.62,261.07,719863.0
2023-10-05 04:00:00+00:00,259.8,263.46,256.295,260.08,658002.0
2023-10-06 04:00:00+00:00,253.79,261.61,250.68,260.52,709986.0
2023-10-09 04:00:00+00:00,255.28,261.31,252.12,259.68,524060.0
2023-10-10 04:00:00+00:00,257.91,268.91,257.79,263.67,563138.0
2023-10-11 04:00:00+00:00,266.21,268.495,260.91,262.94,463850.0
2023-10-12 04:00:00+00:00,262.89,265.36,256.64,259.005,528530.0
2023-10-13 04:00:00+00:00,259.0,259.59,250.23,251.19,562857.0
2023-10-16 04:00:00+00:00,250.05,255.39,248.48,253.79,519612.0
2023-10-17 04:00:00+00:00,250.045,257.15,247.11,254.93,439910.0
2023-10-18 04:00:00+00:00,252.75,254.535,242.12,242.55,948417.0
2023-10-19 04:00:00+00:00,225.56,230.525,216.81,220.14,1644541.0
2023-10-20 04:00:00+00:00,217.075,218.74,210.51,211.94,1122666.0
2023-10-23 04:00:00+00:00,209.84,216.79,202.53,212.02,883326.0
2023-10-24 04:00:00+00:00,216.43,221.945,214.23,216.51,781634.0
2023-10-25 04:00:00+00:00,215.92,220.07,212.2,212.37,825367.0
2023-10-26 04:00:00+00:00,211.345,214.755,204.94,205.72,740859.0
2023-10-27 04:00:00+00:00,210.57,212.355,205.87,207.305,746586.0
2023-10-30 04:00:00+00:00,209.43,210.66,194.7,197.36,1022855.0
2023-10-31 04:00:00+00:00,195.78,202.78,194.07,200.88,710435.0
2023-11-01 04:00:00+00:00,204.09,205.96,197.89,205.63,760741.0
2023-11-02 04:00:00+00:00,212.96,219.14,211.54,218.56,755958.0
2023-11-03 04:00:00+00:00,221.16,226.22,218.505,219.95,748939.0
2023-11-06 05:00:00+00:00,224.21,226.21,215.01,219.33,455908.0
2023-11-07 05:00:00+00:00,220.02,223.06,215.76,222.26,443186.0
2023-11-08 05:00:00+00:00,223.03,224.02,217.65,222.1,383562.0
2023-11-09 05:00:00+00:00,219.785,220.8,206.82,209.98,849611.0
2023-11-10 05:00:00+00:00,210.04,215.32,205.73,214.71,583249.0
2023-11-13 05:00:00+00:00,215.57,225.34,211.7,223.76,551421.0
2023-11-14 05:00:00+00:00,235.13,238.125,230.81,237.42,686436.0
2023-11-15 05:00:00+00:00,239.325,246.66,236.635,242.9,674969.0
2023-11-16 05:00:00+00:00,239.46,240.745,230.97,233.41,774494.0
2023-11-17 05:00:00+00:00,231.925,237.37,226.57,234.37,557986.0
2023-11-20 05:00:00+00:00,234.23,237.08,231.22,235.73,462177.0
2023-11-21 05:00:00+00:00,235.055,243.57,233.43,241.26,651500.0
2023-11-22 05:00:00+00:00,242.055,243.85,231.505,234.25,425087.0
2023-11-24 05:00:00+00:00,233.86,238.72,232.4,235.51,261120.0
2023-11-27 05:00:00+00:00,236.91,238.325,232.195,236.14,409127.0
2023-11-28 05:00:00+00:00,236.73,246.935,234.045,246.725,674378.0
2023-11-29 05:00:00+00:00,249.37,252.7,242.79,244.19,617573.0
2023-11-30 05:00:00+00:00,245.17,245.17,236.985,239.79,640237.0
2023-12-01 05:00:00+00:00,233.11,240.15,231.98,238.75,542908.0
2023-12-04 05:00:00+00:00,235.57,239.3,233.35,235.59,367376.0
2023-12-05 05:00:00+00:00,233.79,246.64,233.76,238.84,542949.0
2023-12-06 05:00:00+00:00,243.265,246.49,239.19,239.4,595759.0
2023-12-07 05:00:00+00:00,241.465,244.0,236.99,242.59,373720.0
2023-12-08 05:00:00+00:00,240.11,245.17,239.455,243.77,344705.0
2023-12-11 05:00:00+00:00,242.69,243.195,237.49,239.52,422596.0
2023-12-12 05:00:00+00:00,238.345,238.51,233.94,237.04,410495.0
2023-12-13 05:00:00+00:00,234.15,240.265,228.23,239.28,680541.0
2023-12-14 05:00:00+00:00,241.125,253.87,240.855,251.125,1422260.0
2023-12-15 05:00:00+00:00,251.35,254.12,248.45,253.35,827052.0
2023-12-18 05:00:00+00:00,253.91,258.675,251.44,252.06,510636.0
2023-12-19 05:00:00+00:00,253.44,258.3,253.065,257.18,496219.0
2023-12-20 05:00:00+00:00,256.47,259.82,247.01,247.21,607944.0
2023-12-21 05:00:00+00:00,251.81,254.745,248.58,254.47,502628.0
2023-12-22 05:00:00+00:00,256.63,258.185,251.405,252.57,358173.0
2023-12-26 05:00:00+00:00,254.45,257.94,252.97,256.68,300021.0
2023-12-27 05:00:00+00:00,258.24,263.285,257.63,261.47,320365.0
2023-12-28 05:00:00+00:00,263.52,265.06,252.75,253.26,465514.0
2023-12-29 05:00:00+00:00,255.09,255.14,247.49,248.46,402669.0
2024-01-02 05:00:00+00:00,250.1,251.17,244.55,248.48,491314.0
2024-01-03 05:00:00+00:00,245.05,245.64,236.4,238.44,826974.0
2024-01-04 05:00:00+00:00,239.21,242.67,237.8,237.94,356107.0
2024-01-05 05:00:00+00:00,236.74,239.99,235.03,237.48,350952.0
2024-01-08 05:00:00+00:00,236.0,241.18,235.385,240.42,421830.0
2024-01-09 05:00:00+00:00,238.01,238.9,232.11,234.88,424334.0
2024-01-10 05:00:00+00:00,235.0,235.49,231.35,233.89,412480.0
2024-01-11 05:00:00+00:00,230.44,230.75,225.37,227.23,510249.0
2024-01-12 05:00:00+00:00,220.05,225.31,217.18,218.83,675656.0
2024-01-16 05:00:00+00:00,215.17,223.41,212.21,219.97,538385.0
2024-01-17 05:00:00+00:00,214.85,215.65,212.01,215.54,805991.0
2024-01-18 05:00:00+00:00,216.83,217.39,208.78,211.8,683922.0
2024-01-19 05:00:00+00:00,209.84,213.15,207.61,212.13,559002.0
2024-01-22 05:00:00+00:00,212.17,217.8,206.27,208.8,1104480.0
2024-01-23 05:00:00+00:00,211.49,215.585,207.76,209.13,685942.0
2024-01-24 05:00:00+00:00,211.835,212.67,206.78,207.86,775218.0
2024-01-25 05:00:00+00:00,189.74,192.71,180.07,182.63,2233557.0
2024-01-26 05:00:00+00:00,185.67,186.465,182.15,183.225,634870.0
2024-01-29 05:00:00+00:00,185.55,191.41,183.71,190.965,901742.0
2024-01-30 05:00:00+00:00,195.21,196.35,190.63,191.59,614305.0
2024-01-31 05:00:00+00:00,186.775,193.93,185.95,187.24,699975.0
2024-02-01 05:00:00+00:00,188.51,189.83,184.3,188.81,500574.0
2024-02-02 05:00:00+00:00,184.955,188.62,182.2,187.83,950950.0
2024-02-05 05:00:00+00:00,184.2,184.64,175.02,181.05,919860.0
2024-02-06 05:00:00+00:00,177.23,186.47,177.23,185.07,885081.0
2024-02-07 05:00:00+00:00,188.03,189.77,182.77,187.61,735585.0
2024-02-08 05:00:00+00:00,188.785,191.6,185.59,189.59,459517.0
2024-02-09 05:00:00+00:00,190.11,194.01,189.76,193.53,329985.0
2024-02-12 05:00:00+00:00,192.14,194.67,187.33,188.16,463510.0
2024-02-13 05:00:00+00:00,184.01,187.245,182.17,184.06,548463.0
2024-02-14 05:00:00+00:00,185.1,188.88,183.48,188.64,407562.0
2024-02-15 05:00:00+00:00,189.185,200.87,188.99,200.49,728933.0
2024-02-16 05:00:00+00:00,202.13,203.15,197.43,199.99,549752.0
2024-02-20 05:00:00+00:00,196.21,198.55,189.17,193.74,551437.0
2024-02-21 05:00:00+00:00,193.15,199.425,191.98,194.77,435707.0
2024-02-22 05:00:00+00:00,194.12,198.3,191.41,197.34,734721.0
2024-02-23 05:00:00+00:00,195.16,197.47,191.73,191.97,445127.0
2024-02-26 05:00:00+00:00,192.15,201.75,192.035,199.39,597446.0
2024-02-27 05:00:00+00:00,203.75,205.5,198.27,199.79,559779.0
2024-02-28 05:00:00+00:00,200.285,205.125,198.55,202.09,390818.0
2024-02-29 05:00:00+00:00,204.13,205.26,198.5,201.81,390956.0
2024-03-01 05:00:00+00:00,200.53,204.43,198.5,202.6,389014.0
2024-03-04 05:00:00+00:00,198.69,199.62,186.76,188.21,769127.0
2024-03-05 05:00:00+00:00,182.87,184.445,177.57,180.83,905284.0
2024-03-06 05:00:00+00:00,180.03,181.53,173.715,176.48,759003.0
2024-03-07 05:00:00+00:00,174.31,180.0,173.75,178.58,701727.0
2024-03-08 05:00:00+00:00,181.55,182.71,174.72,175.27,498625.0
2024-03-11 04:00:00+00:00,175.37,182.76,174.91,177.86,554542.0
2024-03-12 04:00:00+00:00,177.7,179.41,172.43,177.44,526513.0
2024-03-13 04:00:00+00:00,173.05,175.98,169.16,169.5,655848.0
2024-03-14 04:00:00+00:00,167.58,171.07,160.54,162.51,1214261.0
2024-03-15 04:00:00+00:00,162.87,165.11,160.8,163.6,789946.0
2024-03-18 04:00:00+00:00,170.09,174.62,165.91,173.79,1051923.0
2024-03-19 04:00:00+00:00,172.19,172.745,167.445,171.345,702247.0
2024-03-20 04:00:00+00:00,172.84,176.225,170.855,175.56,556914.0
2024-03-21 04:00:00+00:00,176.36,178.15,171.81,172.77,467540.0
2024-03-22 04:00:00+00:00,166.8,171.17,166.345,170.8,465002.0
2024-03-25 04:00:00+00:00,168.74,175.13,168.74,172.64,596544.0
2024-03-26 04:00:00+00:00,178.625,184.23,177.38,177.7,971088.0
2024-03-27 04:00:00+00:00,181.44,181.89,176.03,179.88,508592.0
2024-03-28 04:00:00+00:00,177.54,179.54,175.34,175.72,461630.0
2024-04-01 04:00:00+00:00,176.13,176.72,170.24,175.25,773036.0
2024-04-02 04:00:00+00:00,164.74,167.69,163.48,166.64,1274571.0
2024-04-03 04:00:00+00:00,164.01,168.76,163.3,168.42,870292.0
2024-04-04 04:00:00+00:00,170.21,177.115,168.03,171.18,872460.0
2024-04-05 04:00:00+00:00,169.175,170.825,160.58,164.86,1662946.0
2024-04-08 04:00:00+00:00,169.33,174.45,167.8,172.99,734889.0
2024-04-09 04:00:00+00:00,172.98,179.175,172.07,176.96,578735.0
2024-04-10 04:00:00+00:00,173.03,174.9,170.02,171.78,477427.0
2024-04-11 04:00:00+00:00,172.53,175.87,168.57,174.6,950658.0
2024-04-12 04:00:00+00:00,172.31,173.75,170.375,171.06,620583.0
2024-04-15 04:00:00+00:00,170.19,170.59,161.38,161.5,832034.0
2024-04-16 04:00:00+00:00,156.67,158.17,153.785,157.07,786851.0
2024-04-17 04:00:00+00:00,157.67,158.3,153.81,155.45,567716.0
2024-04-18 04:00:00+00:00,151.25,152.2,148.74,149.89,688032.0
2024-04-19 04:00:00+00:00,148.89,150.76,146.24,147.01,804722.0
2024-04-22 04:00:00+00:00,140.61,144.38,138.855,142.04,885865.0
2024-04-23 04:00:00+00:00,143.17,147.21,141.15,144.63,724804.0
2024-04-24 04:00:00+00:00,162.88,167.96,157.61,162.11,2039422.0
2024-04-25 04:00:00+00:00,158.89,170.75,158.38,170.29,923933.0
2024-04-26 04:00:00+00:00,168.925,172.05,166.38,168.23,631963.0
2024-04-29 04:00:00+00:00,188.44,198.86,184.585,194.08,2804150.0
2024-04-30 04:00:00+00:00,186.96,190.83,182.86,183.34,898567.0
2024-05-01 04:00:00+00:00,181.97,185.805,179.11,180.01,471006.0
2024-05-02 04:00:00+00:00,182.99,184.5,176.05,180.12,612003.0
2024-05-03 04:00:00+00:00,182.08,184.62,178.46,181.25,461648.0
