symbol,entry_date,exit_date,entry_price,exit_price,quantity,pnl_dollars,pnl_percent,holding_days
KYTX,2024-07-10 04:00:00+00:00,2024-07-11 04:00:00+00:00,8.02,9.543571428571427,124.0,188.92285714285703,18.997149982187377,1
KYTX,2024-07-17 04:00:00+00:00,2024-07-23 04:00:00+00:00,11.105,9.366428571428571,90.0,-156.47142857142865,-15.655753521579733,6
KYTX,2024-08-21 04:00:00+00:00,2024-09-12 04:00:00+00:00,7.775,6.768571428571429,128.0,-128.82285714285717,-12.944418925126321,22
KYTX,2024-10-14 04:00:00+00:00,2024-10-14 04:00:00+00:00,5.06,5.621428571428571,197.0,110.60142857142856,11.095426312817617,0
KYTX,2024-11-12 05:00:00+00:00,2024-11-15 05:00:00+00:00,5.39,4.752857142857142,185.0,-117.87142857142871,-11.82083222899551,3
KYTX,2024-12-02 05:00:00+00:00,2024-12-02 05:00:00+00:00,5.96,6.756428571428572,167.0,133.00357142857146,13.362895493767981,0
KYTX,2025-04-15 04:00:00+00:00,2025-04-16 04:00:00+00:00,2.22,1.838571428571429,450.0,-171.64285714285705,-17.181467181467173,1
KYTX,2025-05-01 04:00:00+00:00,2025-05-06 04:00:00+00:00,2.265,1.935714285714286,441.0,-145.21499999999995,-14.538000630715858,5
KYTX,2025-05-19 04:00:00+00:00,2025-05-27 04:00:00+00:00,2.285,2.5921428571428575,437.0,134.22142857142867,13.441700531416076,8
KYTX,2025-06-04 04:00:00+00:00,2025-06-06 04:00:00+00:00,2.835,3.3135714285714286,352.0,168.45714285714288,16.880826404635933,2
KYTX,2025-06-10 04:00:00+00:00,2025-06-17 04:00:00+00:00,3.49,2.975714285714286,286.0,-147.08571428571426,-14.735980352026196,7
KYTX,2025-07-14 04:00:00+00:00,2025-08-05 04:00:00+00:00,4.055,3.3742857142857137,246.0,-167.45571428571438,-16.787035406024316,22
KYTX,2025-08-18 04:00:00+00:00,2025-09-09 04:00:00+00:00,3.555,4.025714285714286,281.0,132.27071428571426,13.240908177617037,22
KYTX,2025-09-12 04:00:00+00:00,2025-09-18 04:00:00+00:00,4.07,4.48,245.0,100.45000000000003,10.073710073710076,6
KYTX,2025-09-22 04:00:00+00:00,2025-09-22 04:00:00+00:00,5.75,6.3742857142857146,173.0,108.00142857142862,10.857142857142863,0
KYTX,2025-10-09 04:00:00+00:00,2025-11-07 05:00:00+00:00,7.565,6.202142857142857,132.0,-179.89714285714288,-18.015296006042867,29
KYTX,2025-11-19 05:00:00+00:00,2025-12-01 05:00:00+00:00,8.07,6.732142857142858,123.0,-164.55642857142854,-16.578155425739066,12
KYTX,2025-12-09 05:00:00+00:00,2025-12-12 05:00:00+00:00,8.27,9.448571428571428,120.0,141.42857142857144,14.251166004491282,3
