timestamp,open,high,low,close,volume,trade_count,vwap
2022-12-19 05:00:00+00:00,39.92,40.31,38.285,38.74,27229.0,1005.0,39.163553
2022-12-20 05:00:00+00:00,39.32,40.28,38.57,38.8,25085.0,1165.0,39.374608
2022-12-21 05:00:00+00:00,39.62,39.62,35.32,35.44,57492.0,1778.0,36.672342
2022-12-22 05:00:00+00:00,35.0,35.0,31.65,33.25,64610.0,1224.0,32.754048
2022-12-23 05:00:00+00:00,32.93,33.02,31.825,31.88,27484.0,822.0,32.300951
2022-12-27 05:00:00+00:00,31.565,33.625,31.565,32.2,43295.0,819.0,32.777413
2022-12-28 05:00:00+00:00,31.75,32.59,30.79,32.0,43606.0,843.0,31.547153
2022-12-29 05:00:00+00:00,32.62,34.395,32.62,34.31,88777.0,2656.0,33.757254
2022-12-30 05:00:00+00:00,34.53,35.49,33.67,34.22,62138.0,2215.0,34.406183
2023-01-03 05:00:00+00:00,35.07,35.33,33.5,34.21,29737.0,877.0,34.062006
2023-01-04 05:00:00+00:00,35.02,36.3,34.685,36.21,25311.0,586.0,35.961728
2023-01-05 05:00:00+00:00,35.31,35.31,34.14,34.35,39280.0,837.0,34.423238
2023-01-06 05:00:00+00:00,34.52,35.76,34.1,35.76,18305.0,645.0,34.905263
2023-01-09 05:00:00+00:00,36.01,37.54,35.91,37.25,16044.0,516.0,37.153634
2023-01-10 05:00:00+00:00,37.98,38.42,37.15,37.84,19110.0,540.0,37.649641
2023-01-11 05:00:00+00:00,38.7,39.955,38.585,39.14,25677.0,444.0,39.173469
2023-01-12 05:00:00+00:00,39.075,39.955,38.79,39.865,20769.0,553.0,39.40597
2023-01-13 05:00:00+00:00,39.2,40.18,39.08,40.145,19228.0,493.0,39.855149
2023-01-17 05:00:00+00:00,40.52,40.96,40.095,40.96,10596.0,314.0,40.393194
2023-01-18 05:00:00+00:00,41.19,42.335,39.94,40.19,17400.0,426.0,40.727714
2023-01-19 05:00:00+00:00,40.155,40.6,39.31,39.35,26402.0,611.0,39.842976
2023-01-20 05:00:00+00:00,39.4,41.26,39.4,41.1,26139.0,480.0,40.730102
2023-01-23 05:00:00+00:00,41.16,42.98,41.16,42.6,16862.0,432.0,42.302042
2023-01-24 05:00:00+00:00,42.235,43.49,42.235,42.92,10014.0,330.0,42.927946
2023-01-25 05:00:00+00:00,42.4,43.41,42.13,43.33,6766.0,223.0,42.978795
2023-01-26 05:00:00+00:00,44.2,44.69,43.76,44.69,9138.0,291.0,44.109479
2023-01-27 05:00:00+00:00,44.115,44.83,43.98,44.71,7008.0,222.0,44.551887
2023-01-30 05:00:00+00:00,43.67,44.17,43.52,43.765,4730.0,154.0,43.880452
2023-01-31 05:00:00+00:00,44.01,44.01,42.63,42.805,13469.0,465.0,43.164775
2023-02-01 05:00:00+00:00,42.84,43.885,42.235,43.34,29850.0,580.0,42.911233
