symbol,entry_date,exit_date,entry_price,exit_price,quantity,pnl_dollars,pnl_percent,holding_days
GME,2023-01-19 05:00:00+00:00,2023-01-19 05:00:00+00:00,20.35,19.3325,982,-999.1850000000018,-5.000000000000009,0
GME,2023-02-02 05:00:00+00:00,2023-02-06 05:00:00+00:00,22.43,24.673000000000002,882,1978.3260000000018,10.000000000000009,4
GME,2023-04-03 04:00:00+00:00,2023-04-05 04:00:00+00:00,22.92,21.774,881,-1009.6260000000007,-5.000000000000003,2
GME,2023-05-15 04:00:00+00:00,2023-05-17 04:00:00+00:00,20.54,22.594,973,1998.542000000002,10.00000000000001,2
GME,2023-05-24 04:00:00+00:00,2023-06-05 04:00:00+00:00,23.2,25.52,879,2039.2800000000002,10.000000000000002,12
GME,2023-06-07 04:00:00+00:00,2023-06-08 04:00:00+00:00,26.19,24.8805,794,-1039.743,-5.0,1
GME,2023-09-07 04:00:00+00:00,2023-09-07 04:00:00+00:00,19.165,18.20675,1074,-1029.1604999999995,-4.999999999999998,0
GME,2023-12-27 05:00:00+00:00,2024-01-02 05:00:00+00:00,17.5,16.625,1165,-1019.375,-5.0,6
GME,2024-01-31 05:00:00+00:00,2024-02-05 05:00:00+00:00,14.41,13.689499999999999,1400,-1008.7000000000018,-5.000000000000009,5
GME,2024-03-08 05:00:00+00:00,2024-03-08 05:00:00+00:00,15.44,14.668,1294,-998.9680000000003,-5.000000000000002,0
GME,2024-08-19 04:00:00+00:00,2024-08-26 04:00:00+00:00,22.46,21.337,880,-988.2400000000009,-5.000000000000004,7
GME,2024-09-11 04:00:00+00:00,2024-09-11 04:00:00+00:00,20.75,19.7125,943,-978.3625000000013,-5.000000000000006,0
GME,2024-09-27 04:00:00+00:00,2024-10-03 04:00:00+00:00,22.29,21.1755,869,-968.5004999999996,-4.999999999999998,6
GME,2024-10-18 04:00:00+00:00,2024-10-30 04:00:00+00:00,21.42,23.562000000000005,896,1919.2320000000027,10.000000000000012,12
GME,2024-11-25 05:00:00+00:00,2024-11-26 05:00:00+00:00,28.25,31.075000000000003,693,1957.725000000002,10.00000000000001,1
GME,2024-12-23 05:00:00+00:00,2024-12-26 05:00:00+00:00,29.835,32.8185,669,1995.9614999999997,9.999999999999998,3
GME,2024-12-31 05:00:00+00:00,2025-01-02 05:00:00+00:00,32.21,30.5995,632,-1017.8360000000011,-5.000000000000006,2
GME,2025-01-06 05:00:00+00:00,2025-01-14 05:00:00+00:00,31.715,30.12925,635,-1006.9512500000005,-5.000000000000003,8
GME,2025-02-21 05:00:00+00:00,2025-02-24 05:00:00+00:00,27.305,25.93975,731,-997.9977499999998,-4.999999999999999,3
GME,2025-04-21 04:00:00+00:00,2025-05-21 04:00:00+00:00,26.78,28.06,738,944.6399999999982,4.779686333084382,30
GME,2025-06-30 04:00:00+00:00,2025-07-30 04:00:00+00:00,23.595,22.415249999999997,845,-996.8887500000018,-5.000000000000009,30
GME,2025-08-13 04:00:00+00:00,2025-09-10 04:00:00+00:00,23.015,25.3165,858,1974.6870000000006,10.000000000000004,28
GME,2025-09-19 04:00:00+00:00,2025-10-07 04:00:00+00:00,25.845,24.552749999999996,779,-1006.6627500000021,-5.000000000000011,18
